complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company,state,product_category
10001599,2023-05-01,Synchrony Savings,,Unauthorized access,Security breach,"I opened a Synchrony Savings with Ally Bank because they advertised a 10.3% APY. After three months, the rate was quietly dropped to 8.5% without notification. When I called, they said the promotional rate had expired, but this was never clearly communicated at account opening. I moved $500 into this account specifically for the higher rate.",Ally Bank,NC,Savings Account
10001165,2024-05-01,Upstart Loan,,Hidden fees,Fees not disclosed at signing,"I took out a personal loan of $50 with Prosper through their Upstart Loan program. The advertised rate was 9.4% but after approval I was given 15.5%. The terms were buried in fine print and the loan officer rushed me through the signing process. I am now paying $300 per month, which is $50 more than what was originally quoted.",Prosper,GA,Personal Loan
10000833,2023-06-28,Amex Gold,,Account closure,,,Chase,NY,Credit Card
10001605,2025-03-26,Ally Savings,,Account frozen,Frozen without warning,"Synchrony charged me a $25 monthly maintenance fee on my Ally Savings that was supposed to be free. When I called to dispute, they said I did not maintain the minimum balance of $2500, even though my statements show I was always above that threshold. I want all fees refunded and a guarantee this will not happen again.",Synchrony,AL,Savings Account
10001106,2024-09-08,Prosper Loan,,Loan denial,Unclear denial reasons,"The total cost of my Prosper Loan from Prosper ended up being $25000, which is nearly 1.7 times the original loan amount of $2000. The interest rate of 17.0% combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion.",Prosper,MO,Personal Loan
10000087,2023-10-13,Capital One Venture,,Account closure,Closed without explanation,"The rewards program on my Capital One Venture card was changed without notice. Discover devalued the points by nearly 28%, making the annual fee of $250 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",Discover,AZ,Credit Card
10002257,2023-09-23,PayPal,,Fraud/scam,Scam transaction,Western Union charged me a $75 fee for a PayPal transfer that was advertised as free. The fee was hidden in the exchange rate markup and only visible after carefully comparing the rates. The actual exchange rate applied was 22% worse than the market rate. This is deceptive and the total hidden cost was $150.,Western Union,OK,Money Transfer
10000778,2023-07-07,Chase Sapphire,,Late fee,Payment made on time,"I applied for the Chase Sapphire card specifically for the 100000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Capital One has refused to credit my bonus points. I have called 6 times over the past 2 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Capital One,TX,Credit Card
10001908,2024-08-22,Venmo,,Wrong recipient,Sent to wrong person,"I was contacted by someone claiming to be from my bank's fraud department. They convinced me to send $200 via Venmo to 'secure' my account. I later realized this was a scam and immediately contacted Venmo. They refused to reverse the transaction, saying Venmo transfers are final. I believe Venmo should have better fraud protection mechanisms.",Venmo,CT,Money Transfer
10000055,2024-12-15,Chase Sapphire,,Billing dispute,Charges not recognized,"American Express charged me a $50 late fee on my Chase Sapphire card even though I made my payment on time. My bank records show the payment was initiated 1 days before the due date. When I called to dispute, they said the payment was received one day late due to processing time. This is unacceptable — I should not be penalized for their slow processing system.",American Express,OH,Credit Card
10001584,2024-08-06,Marcus Savings,,Account frozen,Frozen without warning,"Synchrony closed my Marcus Savings account without warning, citing 'business reasons.' I had $500 in the account and it took 8 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 15 years with no suspicious activity on the account.",Synchrony,AL,Savings Account
10001415,2023-09-07,Marcus Savings,,Withdrawal limit,Cannot access funds,I tried to withdraw $50 from my Marcus Savings at Synchrony and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 3 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Synchrony,WA,Savings Account
10001323,2024-01-26,Marcus Savings,,Unauthorized access,Security breach,"I have been trying to reach Synchrony's customer service about an issue with my Marcus Savings for 5 weeks. Wait times exceed 64 minutes, and I have been disconnected 8 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Synchrony,FL,Savings Account
10000114,2023-03-07,Chase Sapphire,,High interest rate,Rate increased without notice,"Someone made 8 fraudulent purchases on my Chase Sapphire card totaling $25000. I reported this to American Express immediately and they opened an investigation. After 6 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",American Express,CT,Credit Card
10000988,2024-01-17,Upstart Loan,,Repayment difficulty,Cannot afford payments,"I have been making regular payments on my Upstart Loan from LendingClub for 4 months. Last month, they claimed they did not receive my payment even though my bank shows it was debited. They charged me a $29 late fee and reported a missed payment to the credit bureaus, dropping my score by 69 points. I need this corrected immediately.",LendingClub,SC,Personal Loan
10001592,2023-06-17,Chase Savings,,Low interest rate,Rate lower than advertised,"Discover charged me a $39 monthly maintenance fee on my Chase Savings that was supposed to be free. When I called to dispute, they said I did not maintain the minimum balance of $500, even though my statements show I was always above that threshold. I want all fees refunded and a guarantee this will not happen again.",Discover,PA,Savings Account
10001321,2024-04-02,Chase Savings,,Account frozen,Frozen without warning,"My Chase Savings with Ally Bank was accessed by someone who changed my contact information and attempted to transfer $250 out of my account. When I reported this, Ally Bank took 7 weeks to investigate and temporarily restricted my access. I am concerned about the security of their online banking platform and how this person gained access.",Ally Bank,PA,Savings Account
10001010,2023-01-19,SoFi Personal Loan,,Loan denial,Unclear denial reasons,"The total cost of my SoFi Personal Loan from SoFi ended up being $15000, which is nearly 2.3 times the original loan amount of $750. The interest rate of 8.4% combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion.",SoFi,VA,Personal Loan
10000590,2025-09-02,Capital One Venture,,Credit limit reduction,Reduced without notice,"Someone made 5 fraudulent purchases on my Capital One Venture card totaling $25000. I reported this to Citibank immediately and they opened an investigation. After 8 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Citibank,KY,Credit Card
10001856,2024-09-17,Chase Savings,,Withdrawal limit,,,Chase,MI,Savings Account
10002040,2023-02-05,Zelle,,Failed transfer,Money not received,Zelle charged me a $75 fee for a Zelle transfer that was advertised as free. The fee was hidden in the exchange rate markup and only visible after carefully comparing the rates. The actual exchange rate applied was 29% worse than the market rate. This is deceptive and the total hidden cost was $75.,Zelle,IL,Money Transfer
10001763,2025-08-27,Ally Savings,,Poor customer service,Long wait times,"Ally Bank charged me a $29 monthly maintenance fee on my Ally Savings that was supposed to be free. When I called to dispute, they said I did not maintain the minimum balance of $1500, even though my statements show I was always above that threshold. I want all fees refunded and a guarantee this will not happen again.",Ally Bank,FL,Savings Account
10000286,2025-04-14,Citi Double Cash,,Account closure,Closed without explanation,"Chase charged me a $35 late fee on my Citi Double Cash card even though I made my payment on time. My bank records show the payment was initiated 1 days before the due date. When I called to dispute, they said the payment was received one day late due to processing time. This is unacceptable — I should not be penalized for their slow processing system.",Chase,PA,Credit Card
10000429,2023-11-04,Chase Sapphire,,Account closure,Closed without explanation,"I applied for the Chase Sapphire card specifically for the 60000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Discover has refused to credit my bonus points. I have called 8 times over the past 3 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Discover,OK,Credit Card
10001421,2025-03-27,Ally Savings,,Account fees,Unexpected maintenance fees,I tried to withdraw $1000 from my Ally Savings at Goldman Sachs and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 8 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Goldman Sachs,FL,Savings Account
10000670,2024-04-16,Discover It,,Unauthorized charge,Card not in possession,"I applied for the Discover It card specifically for the 80000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Chase has refused to credit my bonus points. I have called 7 times over the past 2 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Chase,IN,Credit Card
10000032,2025-01-26,Capital One Venture,,Account closure,Closed without explanation,I noticed a charge of $250 on my Capital One Venture statement from 2023-01-11. I did not authorize this transaction and have been trying to resolve it with American Express for 1 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,American Express,MA,Credit Card
10000723,2024-05-03,Chase Sapphire,,Credit limit reduction,Reduced without notice,"Someone made 3 fraudulent purchases on my Chase Sapphire card totaling $20000. I reported this to American Express immediately and they opened an investigation. After 5 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",American Express,PA,Credit Card
10000952,2024-03-25,LendingClub Loan,,Loan denial,Unclear denial reasons,"I tried to make an extra payment on my LendingClub Loan from LendingClub to pay down the principal faster. Their system automatically applied it to future payments instead of the principal balance. After calling 6 times, each representative gave me different instructions. I am paying more interest than necessary because they will not properly apply my payments.",LendingClub,OK,Personal Loan
10001484,2023-11-28,Discover Savings,,Unauthorized access,Security breach,"Goldman Sachs closed my Discover Savings account without warning, citing 'business reasons.' I had $750 in the account and it took 1 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 5 years with no suspicious activity on the account.",Goldman Sachs,MO,Savings Account
10000215,2025-08-19,Amex Gold,,High interest rate,Rate increased without notice,"I have been a loyal Amex Gold cardholder with American Express for over 9 years. Recently, I noticed my interest rate was increased from 3.0% to 18.7% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",American Express,AZ,Credit Card
10001507,2023-11-05,Marcus Savings,,Low interest rate,Rate lower than advertised,"My Marcus Savings with Ally Bank was accessed by someone who changed my contact information and attempted to transfer $150 out of my account. When I reported this, Ally Bank took 6 weeks to investigate and temporarily restricted my access. I am concerned about the security of their online banking platform and how this person gained access.",Ally Bank,LA,Savings Account
10000327,2023-02-14,Amex Gold,,Rewards not credited,Sign-up bonus not received,"Someone made 7 fraudulent purchases on my Amex Gold card totaling $15000. I reported this to Citibank immediately and they opened an investigation. After 6 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Citibank,NJ,Credit Card
10000561,2023-11-20,Citi Double Cash,,Billing dispute,Charges not recognized,"I applied for the Citi Double Cash card specifically for the 50000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Capital One has refused to credit my bonus points. I have called 8 times over the past 2 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Capital One,MA,Credit Card
10001087,2024-11-21,Upstart Loan,,Hidden fees,Fees not disclosed at signing,"Goldman Sachs sold my Upstart Loan loan to a third-party debt collector without notifying me. The collector is now adding additional fees and interest that were not part of my original agreement. They call me 4 times per day, including on weekends, and have been rude and threatening. This is harassment and a violation of fair debt collection practices.",Goldman Sachs,VA,Personal Loan
10001544,2023-11-20,Marcus Savings,,Account frozen,Frozen without warning,"I opened a Marcus Savings with Synchrony because they advertised a 10.1% APY. After three months, the rate was quietly dropped to 8.5% without notification. When I called, they said the promotional rate had expired, but this was never clearly communicated at account opening. I moved $100 into this account specifically for the higher rate.",Synchrony,CT,Savings Account
10000342,2023-08-06,Discover It,,Rewards not credited,Sign-up bonus not received,"The rewards program on my Discover It card was changed without notice. Discover devalued the points by nearly 37%, making the annual fee of $395 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",Discover,NC,Credit Card
10000148,2024-09-04,Chase Sapphire,,High interest rate,Rate increased without notice,"Someone made 2 fraudulent purchases on my Chase Sapphire card totaling $8000. I reported this to Citibank immediately and they opened an investigation. After 5 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Citibank,MO,Credit Card
10001553,2025-08-23,Discover Savings,,Withdrawal limit,Cannot access funds,"I have been trying to reach Chase's customer service about an issue with my Discover Savings for 2 weeks. Wait times exceed 48 minutes, and I have been disconnected 2 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Chase,NY,Savings Account
10001108,2023-07-24,Marcus Loan,,Debt collection harassment,Excessive calls,"Prosper sold my Marcus Loan loan to a third-party debt collector without notifying me. The collector is now adding additional fees and interest that were not part of my original agreement. They call me 4 times per day, including on weekends, and have been rude and threatening. This is harassment and a violation of fair debt collection practices.",Prosper,CT,Personal Loan
10002184,2025-05-27,Zelle,,Failed transfer,Money not received,I accidentally sent $2500 to the wrong person through Zelle via Western Union. I realized the error within 32 minutes and immediately contacted them to cancel. They said the transaction was already completed and they cannot reverse it. They suggested I 'ask the recipient nicely' to send it back. This is an unacceptable response for such a large amount.,Western Union,PA,Money Transfer
10000967,2023-10-08,Marcus Loan,,Debt collection harassment,Excessive calls,"I tried to make an extra payment on my Marcus Loan from Prosper to pay down the principal faster. Their system automatically applied it to future payments instead of the principal balance. After calling 2 times, each representative gave me different instructions. I am paying more interest than necessary because they will not properly apply my payments.",Prosper,MI,Personal Loan
10001073,2023-12-17,SoFi Personal Loan,,Hidden fees,Fees not disclosed at signing,"I applied for a SoFi Personal Loan with LendingClub and was denied despite having a credit score of 751 and a stable income of $95000 per year. The denial letter was vague, citing 'insufficient credit history.' I have 12 years of credit history with no delinquencies. I believe this decision was made unfairly and request a proper review.",LendingClub,LA,Personal Loan
10000156,2024-08-18,Capital One Venture,,High interest rate,Rate increased without notice,I noticed a charge of $200 on my Capital One Venture statement from 2025-05-15. I did not authorize this transaction and have been trying to resolve it with Citibank for 3 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,Citibank,GA,Credit Card
10001395,2025-06-03,Ally Savings,,Poor customer service,Long wait times,"My Ally Savings with Synchrony was accessed by someone who changed my contact information and attempted to transfer $200 out of my account. When I reported this, Synchrony took 8 weeks to investigate and temporarily restricted my access. I am concerned about the security of their online banking platform and how this person gained access.",Synchrony,CO,Savings Account
10001348,2025-09-12,Ally Savings,,Account fees,Unexpected maintenance fees,"Discover closed my Ally Savings account without warning, citing 'business reasons.' I had $1500 in the account and it took 4 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 9 years with no suspicious activity on the account.",Discover,CO,Savings Account
10001964,2025-04-01,Zelle,,Failed transfer,Money not received,"My account was frozen by Venmo after I made a Zelle transfer of $2000. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 4 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Venmo,CT,Money Transfer
10001557,2025-02-12,Chase Savings,,Poor customer service,Long wait times,"Synchrony charged me a $35 monthly maintenance fee on my Chase Savings that was supposed to be free. When I called to dispute, they said I did not maintain the minimum balance of $1500, even though my statements show I was always above that threshold. I want all fees refunded and a guarantee this will not happen again.",Synchrony,VA,Savings Account
10001827,2024-01-09,Synchrony Savings,,Withdrawal limit,,,Synchrony,MD,Savings Account
10001560,2023-09-01,Synchrony Savings,,Poor customer service,Long wait times,"My Synchrony Savings with Synchrony was accessed by someone who changed my contact information and attempted to transfer $150 out of my account. When I reported this, Synchrony took 8 weeks to investigate and temporarily restricted my access. I am concerned about the security of their online banking platform and how this person gained access.",Synchrony,NC,Savings Account
10002176,2024-06-11,Wire Transfer,,Account frozen,Frozen without warning,Zelle charged me a $25 fee for a Wire Transfer transfer that was advertised as free. The fee was hidden in the exchange rate markup and only visible after carefully comparing the rates. The actual exchange rate applied was 27% worse than the market rate. This is deceptive and the total hidden cost was $25.,Zelle,CO,Money Transfer
10002238,2024-03-09,Western Union,,High fees,Hidden exchange fees,"My account was frozen by Bank of America after I made a Western Union transfer of $2000. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 4 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Bank of America,CA,Money Transfer
10002169,2024-10-12,Western Union,,Failed transfer,Money not received,I accidentally sent $50 to the wrong person through Western Union via Western Union. I realized the error within 57 minutes and immediately contacted them to cancel. They said the transaction was already completed and they cannot reverse it. They suggested I 'ask the recipient nicely' to send it back. This is an unacceptable response for such a large amount.,Western Union,NC,Money Transfer
10001506,2025-10-08,Marcus Savings,,Withdrawal limit,Cannot access funds,"My Marcus Savings with Chase was accessed by someone who changed my contact information and attempted to transfer $1000 out of my account. When I reported this, Chase took 7 weeks to investigate and temporarily restricted my access. I am concerned about the security of their online banking platform and how this person gained access.",Chase,FL,Savings Account
10002199,2025-09-26,PayPal,,High fees,Hidden exchange fees,I accidentally sent $2500 to the wrong person through PayPal via Bank of America. I realized the error within 48 minutes and immediately contacted them to cancel. They said the transaction was already completed and they cannot reverse it. They suggested I 'ask the recipient nicely' to send it back. This is an unacceptable response for such a large amount.,Bank of America,MI,Money Transfer
10002075,2024-03-04,Zelle,,Delayed transfer,Transfer taking too long,Western Union charged me a $50 fee for a Zelle transfer that was advertised as free. The fee was hidden in the exchange rate markup and only visible after carefully comparing the rates. The actual exchange rate applied was 32% worse than the market rate. This is deceptive and the total hidden cost was $25.,Western Union,TX,Money Transfer
10000939,2024-06-13,Upstart Loan,,Debt collection harassment,Excessive calls,"LendingClub sold my Upstart Loan loan to a third-party debt collector without notifying me. The collector is now adding additional fees and interest that were not part of my original agreement. They call me 9 times per day, including on weekends, and have been rude and threatening. This is harassment and a violation of fair debt collection practices.",LendingClub,MO,Personal Loan
10002077,2023-09-27,Wire Transfer,,High fees,Hidden exchange fees,"My account was frozen by PayPal after I made a Wire Transfer transfer of $150. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 4 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",PayPal,IL,Money Transfer
10000347,2024-05-04,Capital One Venture,,High interest rate,Rate increased without notice,"Someone made 5 fraudulent purchases on my Capital One Venture card totaling $25000. I reported this to Citibank immediately and they opened an investigation. After 2 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Citibank,CA,Credit Card
10001810,2024-06-17,Discover Savings,,Account fees,Unexpected maintenance fees,"I have been trying to reach Synchrony's customer service about an issue with my Discover Savings for 2 weeks. Wait times exceed 84 minutes, and I have been disconnected 5 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Synchrony,CT,Savings Account
10002289,2024-12-20,PayPal,,Failed transfer,,,Western Union,AL,Money Transfer
10000386,2025-08-13,Citi Double Cash,,Credit limit reduction,Reduced without notice,"The rewards program on my Citi Double Cash card was changed without notice. Capital One devalued the points by nearly 20%, making the annual fee of $550 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",Capital One,TX,Credit Card
10001812,2024-05-11,Marcus Savings,,Account frozen,,,Ally Bank,OH,Savings Account
10001371,2025-07-15,Discover Savings,,Account fees,Unexpected maintenance fees,"My Discover Savings with Goldman Sachs was accessed by someone who changed my contact information and attempted to transfer $1000 out of my account. When I reported this, Goldman Sachs took 3 weeks to investigate and temporarily restricted my access. I am concerned about the security of their online banking platform and how this person gained access.",Goldman Sachs,WA,Savings Account
10000244,2023-12-02,Amex Gold,,Account closure,Closed without explanation,I noticed a charge of $3000 on my Amex Gold statement from 2024-08-16. I did not authorize this transaction and have been trying to resolve it with American Express for 1 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,American Express,IN,Credit Card
10002171,2023-06-16,Western Union,,Fraud/scam,Scam transaction,I sent $50 via Western Union through PayPal to pay my landlord. The money was deducted from my account but never received by the recipient. It has been 5 weeks and PayPal has not been able to locate the funds or provide a refund. I am now at risk of eviction because my rent appears unpaid.,PayPal,NY,Money Transfer
10000937,2024-03-28,SoFi Personal Loan,,High interest rate,Rate increased without notice,"I took out a personal loan of $2000 with Goldman Sachs through their SoFi Personal Loan program. The advertised rate was 5.4% but after approval I was given 20.5%. The terms were buried in fine print and the loan officer rushed me through the signing process. I am now paying $300 per month, which is $30 more than what was originally quoted.",Goldman Sachs,AZ,Personal Loan
10001926,2024-03-16,Western Union,,Delayed transfer,Transfer taking too long,PayPal charged me a $45 fee for a Western Union transfer that was advertised as free. The fee was hidden in the exchange rate markup and only visible after carefully comparing the rates. The actual exchange rate applied was 46% worse than the market rate. This is deceptive and the total hidden cost was $150.,PayPal,TN,Money Transfer
10000313,2024-03-16,Citi Double Cash,,Billing dispute,Charges not recognized,"I have been a loyal Citi Double Cash cardholder with Citibank for over 10 years. Recently, I noticed my interest rate was increased from 4.8% to 23.8% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",Citibank,FL,Credit Card
10002256,2024-08-17,Venmo,,Account frozen,Frozen without warning,"My account was frozen by Western Union after I made a Venmo transfer of $250. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 4 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Western Union,SC,Money Transfer
10001282,2024-05-10,Synchrony Savings,,Account fees,Unexpected maintenance fees,"I opened a Synchrony Savings with Chase because they advertised a 20.8% APY. After three months, the rate was quietly dropped to 3.6% without notification. When I called, they said the promotional rate had expired, but this was never clearly communicated at account opening. I moved $1000 into this account specifically for the higher rate.",Chase,NC,Savings Account
10000969,2024-10-18,LendingClub Loan,,High interest rate,Rate increased without notice,"Prosper sold my LendingClub Loan loan to a third-party debt collector without notifying me. The collector is now adding additional fees and interest that were not part of my original agreement. They call me 3 times per day, including on weekends, and have been rude and threatening. This is harassment and a violation of fair debt collection practices.",Prosper,MI,Personal Loan
10000661,2024-06-08,Amex Gold,,Account closure,Closed without explanation,"Someone made 6 fraudulent purchases on my Amex Gold card totaling $15000. I reported this to Discover immediately and they opened an investigation. After 3 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Discover,WI,Credit Card
10001944,2025-06-21,Zelle,,Failed transfer,Money not received,"My account was frozen by Zelle after I made a Zelle transfer of $500. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 2 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Zelle,VA,Money Transfer
10000371,2025-06-04,Citi Double Cash,,Late fee,Payment made on time,"I have been a loyal Citi Double Cash cardholder with Capital One for over 9 years. Recently, I noticed my interest rate was increased from 9.3% to 23.1% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",Capital One,VA,Credit Card
10000567,2023-08-02,Chase Sapphire,,Account closure,Closed without explanation,I noticed a charge of $2500 on my Chase Sapphire statement from 2025-10-12. I did not authorize this transaction and have been trying to resolve it with American Express for 3 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,American Express,AZ,Credit Card
10001659,2023-04-15,Synchrony Savings,,Withdrawal limit,Cannot access funds,"I have been trying to reach Ally Bank's customer service about an issue with my Synchrony Savings for 4 weeks. Wait times exceed 78 minutes, and I have been disconnected 8 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Ally Bank,NC,Savings Account
10000825,2025-12-14,Amex Gold,,Credit limit reduction,,,Discover,MO,Credit Card
10000983,2025-10-23,LendingClub Loan,,Repayment difficulty,Cannot afford payments,"The total cost of my LendingClub Loan from Goldman Sachs ended up being $15000, which is nearly 2.3 times the original loan amount of $50. The interest rate of 8.6% combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion.",Goldman Sachs,MD,Personal Loan
10001978,2024-10-23,PayPal,,Fraud/scam,Scam transaction,"I was contacted by someone claiming to be from my bank's fraud department. They convinced me to send $150 via PayPal to 'secure' my account. I later realized this was a scam and immediately contacted Venmo. They refused to reverse the transaction, saying PayPal transfers are final. I believe Venmo should have better fraud protection mechanisms.",Venmo,NC,Money Transfer
10000814,2025-09-14,Capital One Venture,,High interest rate,,,American Express,AL,Credit Card
10000779,2023-05-11,Citi Double Cash,,High interest rate,Rate increased without notice,"I have been a loyal Citi Double Cash cardholder with Citibank for over 13 years. Recently, I noticed my interest rate was increased from 7.3% to 27.2% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",Citibank,IL,Credit Card
10001053,2024-09-16,SoFi Personal Loan,,Debt collection harassment,Excessive calls,"I applied for a SoFi Personal Loan with LendingClub and was denied despite having a credit score of 694 and a stable income of $75000 per year. The denial letter was vague, citing 'insufficient credit history.' I have 15 years of credit history with no delinquencies. I believe this decision was made unfairly and request a proper review.",LendingClub,AL,Personal Loan
10002280,2023-12-15,Wire Transfer,,Failed transfer,,,Western Union,TX,Money Transfer
10001014,2025-11-21,LendingClub Loan,,Debt collection harassment,Excessive calls,"I took out a personal loan of $2000 with Prosper through their LendingClub Loan program. The advertised rate was 7.4% but after approval I was given 17.8%. The terms were buried in fine print and the loan officer rushed me through the signing process. I am now paying $300 per month, which is $50 more than what was originally quoted.",Prosper,TX,Personal Loan
10001437,2023-11-02,Ally Savings,,Low interest rate,Rate lower than advertised,"I have been trying to reach Discover's customer service about an issue with my Ally Savings for 2 weeks. Wait times exceed 59 minutes, and I have been disconnected 8 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Discover,NY,Savings Account
10001784,2023-10-04,Marcus Savings,,Unauthorized access,Security breach,"I opened a Marcus Savings with Ally Bank because they advertised a 22.6% APY. After three months, the rate was quietly dropped to 6.9% without notification. When I called, they said the promotional rate had expired, but this was never clearly communicated at account opening. I moved $750 into this account specifically for the higher rate.",Ally Bank,IN,Savings Account
10001474,2023-07-06,Chase Savings,,Withdrawal limit,Cannot access funds,"I have been trying to reach Discover's customer service about an issue with my Chase Savings for 6 weeks. Wait times exceed 36 minutes, and I have been disconnected 9 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Discover,FL,Savings Account
10000127,2024-12-22,Chase Sapphire,,Late fee,Payment made on time,"Capital One charged me a $25 late fee on my Chase Sapphire card even though I made my payment on time. My bank records show the payment was initiated 4 days before the due date. When I called to dispute, they said the payment was received one day late due to processing time. This is unacceptable — I should not be penalized for their slow processing system.",Capital One,VA,Credit Card
10000888,2024-06-15,Prosper Loan,,Loan denial,Unclear denial reasons,"Prosper sold my Prosper Loan loan to a third-party debt collector without notifying me. The collector is now adding additional fees and interest that were not part of my original agreement. They call me 4 times per day, including on weekends, and have been rude and threatening. This is harassment and a violation of fair debt collection practices.",Prosper,MI,Personal Loan
10001724,2025-06-08,Ally Savings,,Low interest rate,Rate lower than advertised,"My Ally Savings with Goldman Sachs was accessed by someone who changed my contact information and attempted to transfer $2500 out of my account. When I reported this, Goldman Sachs took 5 weeks to investigate and temporarily restricted my access. I am concerned about the security of their online banking platform and how this person gained access.",Goldman Sachs,MD,Savings Account
10001008,2024-01-08,Marcus Loan,,Payment processing error,Payment not applied correctly,"I took out a personal loan of $750 with Prosper through their Marcus Loan program. The advertised rate was 9.2% but after approval I was given 22.0%. The terms were buried in fine print and the loan officer rushed me through the signing process. I am now paying $250 per month, which is $100 more than what was originally quoted.",Prosper,OH,Personal Loan
10000356,2023-01-26,Chase Sapphire,,Credit limit reduction,Reduced without notice,I noticed a charge of $500 on my Chase Sapphire statement from 2025-11-27. I did not authorize this transaction and have been trying to resolve it with Capital One for 1 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,Capital One,IL,Credit Card
10001957,2025-12-13,Western Union,,High fees,Hidden exchange fees,"I initiated an international transfer of $5000 through Western Union's Western Union service. The estimated delivery was 7 days, but after 4 weeks the money has still not arrived. Each time I call, they say it is 'being processed.' Meanwhile, the exchange rate has changed significantly, costing me an additional $300 in value.",Western Union,TN,Money Transfer
