complaint_id,product_category,chunk
10000334,Credit Card,and have evidence that i was in a different state when these transactions occurred
10001509,Savings Account,i have been trying to reach ally banks customer service about an issue with my chase savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is
10001509,Savings Account,and told me to call back this level of service is completely unacceptable for a bank holding my savings
10002172,Money Transfer,my account was frozen by western union after i made a venmo transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation
10002172,Money Transfer,and i had to provide extensive documentation including pay stubs and tax returns
10001119,Personal Loan,i applied for a lendingclub loan with lendingclub and was denied despite having a credit score of and a stable income of per year the denial letter was vague citing insufficient credit history i have years of credit history with no delinquencies i believe this decision was made unfairly and request
10001119,Personal Loan,this decision was made unfairly and request a proper review
10000911,Personal Loan,i took out a personal loan of with sofi through their prosper loan program the advertised rate was but after approval i was given the terms were buried in fine print and the loan officer rushed me through the signing process i am now paying per month which is more than what was originally quoted
10000777,Credit Card,i applied for the citi double cash card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but citibank has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have
10000777,Credit Card,tells me something different i have all receipts and statements showing i qualified
10001630,Savings Account,discover closed my chase savings account without warning citing business reasons i had in the account and it took weeks to receive a cashiers check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account
10000329,Credit Card,the rewards program on my amex gold card was changed without notice capital one devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered into
10000329,Credit Card,longtime customers should be grandfathered into the original rewards program
10001995,Money Transfer,i sent via western union through zelle to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and zelle has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10002020,Money Transfer,i sent via venmo through venmo to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and venmo has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10000013,Credit Card,the rewards program on my chase sapphire card was changed without notice capital one devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered
10000013,Credit Card,tactic longtime customers should be grandfathered into the original rewards program
10000898,Personal Loan,i have been making regular payments on my prosper loan from sofi for months last month they claimed they did not receive my payment even though my bank shows it was debited they charged me a late fee and reported a missed payment to the credit bureaus dropping my score by points i need this
10000898,Personal Loan,bureaus dropping my score by points i need this corrected immediately
10000172,Credit Card,i applied for the citi double cash card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but american express has refused to credit my bonus points i have called times over the past months and each representative tells me something different
10000172,Credit Card,each representative tells me something different i have all receipts and statements showing i qualified
10000261,Credit Card,the rewards program on my amex gold card was changed without notice american express devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered
10000261,Credit Card,tactic longtime customers should be grandfathered into the original rewards program
10001574,Savings Account,i opened a ally savings with goldman sachs because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically
10001574,Savings Account,opening i moved into this account specifically for the higher rate
10000902,Personal Loan,i tried to make an extra payment on my prosper loan from upstart to pay down the principal faster their system automatically applied it to future payments instead of the principal balance after calling times each representative gave me different instructions i am paying more interest than necessary
10000902,Personal Loan,i am paying more interest than necessary because they will not properly apply my payments
10000259,Credit Card,someone made fraudulent purchases on my discover it card totaling i reported this to discover immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state
10000259,Credit Card,and have evidence that i was in a different state when these transactions occurred
10000139,Credit Card,someone made fraudulent purchases on my discover it card totaling i reported this to chase immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state
10000139,Credit Card,and have evidence that i was in a different state when these transactions occurred
10000320,Credit Card,i noticed a charge of on my chase sapphire statement from i did not authorize this transaction and have been trying to resolve it with discover for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant
10000320,Credit Card,documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10001991,Money Transfer,i sent via wire transfer through bank of america to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and bank of america has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10001749,Savings Account,my chase savings with synchrony was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this synchrony took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and
10001749,Savings Account,the security of their online banking platform and how this person gained access
10000559,Credit Card,my amex gold card from citibank suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit
10000559,Credit Card,this reduction has negatively affected my credit utilization ratio and dropped my score by points
10000140,Credit Card,i have been a loyal discover it cardholder with chase for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the
10000140,Credit Card,i am considering closing this account if the rate is not adjusted
10000113,Credit Card,i have been a loyal discover it cardholder with chase for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the
10000113,Credit Card,i am considering closing this account if the rate is not adjusted
10000532,Credit Card,someone made fraudulent purchases on my citi double cash card totaling i reported this to discover immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different
10000532,Credit Card,and have evidence that i was in a different state when these transactions occurred
10000225,Credit Card,the rewards program on my citi double cash card was changed without notice citibank devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered
10000225,Credit Card,tactic longtime customers should be grandfathered into the original rewards program
10000724,Credit Card,i have been a loyal chase sapphire cardholder with capital one for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this
10000724,Credit Card,much lower rates i am considering closing this account if the rate is not adjusted
10002146,Money Transfer,i initiated an international transfer of through bank of americas wire transfer service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in
10002146,Money Transfer,changed significantly costing me an additional in value
10001912,Money Transfer,i initiated an international transfer of through zelles paypal service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value
10000326,Credit Card,i applied for the capital one venture card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but american express has refused to credit my bonus points i have called times over the past months and each representative tells me something
10000326,Credit Card,months and each representative tells me something different i have all receipts and statements showing i qualified
10001641,Savings Account,synchrony closed my synchrony savings account without warning citing business reasons i had in the account and it took weeks to receive a cashiers check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account
10001412,Savings Account,i opened a synchrony savings with goldman sachs because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account
10001412,Savings Account,at account opening i moved into this account specifically for the higher rate
10000715,Credit Card,someone made fraudulent purchases on my chase sapphire card totaling i reported this to citibank immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different
10000715,Credit Card,and have evidence that i was in a different state when these transactions occurred
10000194,Credit Card,i applied for the chase sapphire card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but american express has refused to credit my bonus points i have called times over the past months and each representative tells me something different i
10000194,Credit Card,representative tells me something different i have all receipts and statements showing i qualified
10000574,Credit Card,the rewards program on my capital one venture card was changed without notice capital one devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be
10000574,Credit Card,baitandswitch tactic longtime customers should be grandfathered into the original rewards program
10000947,Personal Loan,i tried to make an extra payment on my marcus loan from upstart to pay down the principal faster their system automatically applied it to future payments instead of the principal balance after calling times each representative gave me different instructions i am paying more interest than necessary
10000947,Personal Loan,i am paying more interest than necessary because they will not properly apply my payments
10000504,Credit Card,i noticed a charge of on my citi double cash statement from i did not authorize this transaction and have been trying to resolve it with citibank for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant
10000504,Credit Card,documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10001524,Savings Account,discover closed my synchrony savings account without warning citing business reasons i had in the account and it took weeks to receive a cashiers check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account
10001514,Savings Account,synchrony closed my discover savings account without warning citing business reasons i had in the account and it took weeks to receive a cashiers check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account
10000646,Credit Card,i noticed a charge of on my amex gold statement from i did not authorize this transaction and have been trying to resolve it with american express for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant
10000646,Credit Card,documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10000004,Credit Card,i have been a loyal discover it cardholder with citibank for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if
10000004,Credit Card,rates i am considering closing this account if the rate is not adjusted
10002166,Money Transfer,zelle charged me a fee for a western union transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was
10000468,Credit Card,i have been a loyal citi double cash cardholder with citibank for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this
10000468,Credit Card,much lower rates i am considering closing this account if the rate is not adjusted
10000006,Credit Card,the rewards program on my discover it card was changed without notice american express devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered
10000006,Credit Card,tactic longtime customers should be grandfathered into the original rewards program
10001726,Savings Account,i opened a chase savings with goldman sachs because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically
10001726,Savings Account,opening i moved into this account specifically for the higher rate
10001791,Savings Account,i opened a chase savings with synchrony because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for
10001791,Savings Account,i moved into this account specifically for the higher rate
10000548,Credit Card,someone made fraudulent purchases on my discover it card totaling i reported this to capital one immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different
10000548,Credit Card,and have evidence that i was in a different state when these transactions occurred
10000229,Credit Card,the rewards program on my citi double cash card was changed without notice capital one devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered
10000229,Credit Card,tactic longtime customers should be grandfathered into the original rewards program
10001064,Personal Loan,i have been making regular payments on my sofi personal loan from lendingclub for months last month they claimed they did not receive my payment even though my bank shows it was debited they charged me a late fee and reported a missed payment to the credit bureaus dropping my score by points i need
10001064,Personal Loan,credit bureaus dropping my score by points i need this corrected immediately
10000543,Credit Card,my amex gold card from citibank suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit
10000543,Credit Card,this reduction has negatively affected my credit utilization ratio and dropped my score by points
10000243,Credit Card,someone made fraudulent purchases on my capital one venture card totaling i reported this to capital one immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a
10000243,Credit Card,a police report and have evidence that i was in a different state when these transactions occurred
10000899,Personal Loan,i took out a personal loan of with goldman sachs through their lendingclub loan program the advertised rate was but after approval i was given the terms were buried in fine print and the loan officer rushed me through the signing process i am now paying per month which is more than what was
10000899,Personal Loan,now paying per month which is more than what was originally quoted
10001671,Savings Account,i opened a marcus savings with synchrony because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically
10001671,Savings Account,opening i moved into this account specifically for the higher rate
10001161,Personal Loan,i have been making regular payments on my marcus loan from lendingclub for months last month they claimed they did not receive my payment even though my bank shows it was debited they charged me a late fee and reported a missed payment to the credit bureaus dropping my score by points i need this
10001161,Personal Loan,bureaus dropping my score by points i need this corrected immediately
10001546,Savings Account,my marcus savings with chase was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this chase took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how
10001546,Savings Account,security of their online banking platform and how this person gained access
10001704,Savings Account,i opened a synchrony savings with chase because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for
10001704,Savings Account,i moved into this account specifically for the higher rate
10001504,Savings Account,i have been trying to reach goldman sachss customer service about an issue with my discover savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of
10001504,Savings Account,my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings
10000277,Credit Card,my amex gold card from citibank suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit
10000277,Credit Card,this reduction has negatively affected my credit utilization ratio and dropped my score by points
10000662,Credit Card,i applied for the capital one venture card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but chase has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have
10000662,Credit Card,tells me something different i have all receipts and statements showing i qualified
10001873,Money Transfer,i initiated an international transfer of through venmos zelle service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value
10000315,Credit Card,the rewards program on my chase sapphire card was changed without notice american express devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be
10000315,Credit Card,baitandswitch tactic longtime customers should be grandfathered into the original rewards program
10001344,Savings Account,my discover savings with chase was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this chase took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how
10001344,Savings Account,security of their online banking platform and how this person gained access
10001558,Savings Account,ally bank charged me a monthly maintenance fee on my synchrony savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not
10001558,Savings Account,all fees refunded and a guarantee this will not happen again
10000692,Credit Card,the rewards program on my discover it card was changed without notice american express devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered
10000692,Credit Card,tactic longtime customers should be grandfathered into the original rewards program
10001962,Money Transfer,i accidentally sent to the wrong person through western union via bank of america i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is
10001962,Money Transfer,ask the recipient nicely to send it back this is an unacceptable response for such a large amount
10000425,Credit Card,my capital one venture card from discover suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my
10000425,Credit Card,answer this reduction has negatively affected my credit utilization ratio and dropped my score by points
10000595,Credit Card,i noticed a charge of on my amex gold statement from i did not authorize this transaction and have been trying to resolve it with american express for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant
10000595,Credit Card,documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10000623,Credit Card,my amex gold card from american express suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my
10000623,Credit Card,answer this reduction has negatively affected my credit utilization ratio and dropped my score by points
10001522,Savings Account,my marcus savings with synchrony was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this synchrony took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and
10001522,Savings Account,the security of their online banking platform and how this person gained access
10001363,Savings Account,ally bank closed my marcus savings account without warning citing business reasons i had in the account and it took weeks to receive a cashiers check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account
10000228,Credit Card,the rewards program on my capital one venture card was changed without notice citibank devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered
10000228,Credit Card,tactic longtime customers should be grandfathered into the original rewards program
10001457,Savings Account,i opened a chase savings with chase because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the
10001457,Savings Account,i moved into this account specifically for the higher rate
10001170,Personal Loan,i applied for a marcus loan with goldman sachs and was denied despite having a credit score of and a stable income of per year the denial letter was vague citing insufficient credit history i have years of credit history with no delinquencies i believe this decision was made unfairly and request a
10001170,Personal Loan,this decision was made unfairly and request a proper review
10001732,Savings Account,my discover savings with ally bank was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this ally bank took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform
10001732,Savings Account,the security of their online banking platform and how this person gained access
10001431,Savings Account,i have been trying to reach ally banks customer service about an issue with my synchrony savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of
10001431,Savings Account,my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings
10000067,Credit Card,i noticed a charge of on my citi double cash statement from i did not authorize this transaction and have been trying to resolve it with american express for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the
10000067,Credit Card,provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10000025,Credit Card,the rewards program on my capital one venture card was changed without notice discover devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered
10000025,Credit Card,tactic longtime customers should be grandfathered into the original rewards program
10001236,Savings Account,synchrony closed my synchrony savings account without warning citing business reasons i had in the account and it took weeks to receive a cashiers check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account
10000145,Credit Card,someone made fraudulent purchases on my discover it card totaling i reported this to chase immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state
10000145,Credit Card,and have evidence that i was in a different state when these transactions occurred
10000537,Credit Card,the rewards program on my citi double cash card was changed without notice discover devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered
10000537,Credit Card,tactic longtime customers should be grandfathered into the original rewards program
10001895,Money Transfer,my account was frozen by bank of america after i made a paypal transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive
10001895,Money Transfer,account unfrozen and i had to provide extensive documentation including pay stubs and tax returns
10000086,Credit Card,i have been a loyal amex gold cardholder with discover for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if
10000086,Credit Card,rates i am considering closing this account if the rate is not adjusted
10001255,Savings Account,i opened a discover savings with synchrony because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically
10001255,Savings Account,opening i moved into this account specifically for the higher rate
10001770,Savings Account,ally bank closed my ally savings account without warning citing business reasons i had in the account and it took weeks to receive a cashiers check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account
10001733,Savings Account,i have been trying to reach chases customer service about an issue with my synchrony savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is
10001733,Savings Account,and told me to call back this level of service is completely unacceptable for a bank holding my savings
10001622,Savings Account,i have been trying to reach synchronys customer service about an issue with my marcus savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service
10001622,Savings Account,and told me to call back this level of service is completely unacceptable for a bank holding my savings
10001399,Savings Account,i opened a synchrony savings with goldman sachs because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account
10001399,Savings Account,at account opening i moved into this account specifically for the higher rate
10000485,Credit Card,i noticed a charge of on my amex gold statement from i did not authorize this transaction and have been trying to resolve it with american express for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant
10000485,Credit Card,documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10002061,Money Transfer,i was contacted by someone claiming to be from my banks fraud department they convinced me to send via paypal to secure my account i later realized this was a scam and immediately contacted zelle they refused to reverse the transaction saying paypal transfers are final i believe zelle should have
10002061,Money Transfer,transfers are final i believe zelle should have better fraud protection mechanisms
10002208,Money Transfer,i initiated an international transfer of through paypals zelle service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value
10001789,Savings Account,i tried to withdraw from my chase savings at ally bank and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be
10001789,Savings Account,and could not tell me when the review would be completed
10001490,Savings Account,my ally savings with discover was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this discover took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how
10001490,Savings Account,security of their online banking platform and how this person gained access
10000363,Credit Card,my capital one venture card from american express suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively
10000363,Credit Card,me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points
10000750,Credit Card,american express charged me a late fee on my discover it card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should
10000750,Credit Card,to processing time this is unacceptable i should not be penalized for their slow processing system
10002011,Money Transfer,paypal charged me a fee for a zelle transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was
10001027,Personal Loan,i applied for a marcus loan with sofi and was denied despite having a credit score of and a stable income of per year the denial letter was vague citing insufficient credit history i have years of credit history with no delinquencies i believe this decision was made unfairly and request a proper
10001027,Personal Loan,decision was made unfairly and request a proper review
10001031,Personal Loan,i have been making regular payments on my sofi personal loan from lendingclub for months last month they claimed they did not receive my payment even though my bank shows it was debited they charged me a late fee and reported a missed payment to the credit bureaus dropping my score by points i need
10001031,Personal Loan,credit bureaus dropping my score by points i need this corrected immediately
10001578,Savings Account,my marcus savings with synchrony was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this synchrony took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and
10001578,Savings Account,the security of their online banking platform and how this person gained access
10001336,Savings Account,i have been trying to reach synchronys customer service about an issue with my discover savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service
10001336,Savings Account,and told me to call back this level of service is completely unacceptable for a bank holding my savings
10001764,Savings Account,i opened a chase savings with goldman sachs because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically
10001764,Savings Account,opening i moved into this account specifically for the higher rate
10002181,Money Transfer,i accidentally sent to the wrong person through zelle via venmo i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is an unacceptable
10002181,Money Transfer,nicely to send it back this is an unacceptable response for such a large amount
10000666,Credit Card,i applied for the capital one venture card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but capital one has refused to credit my bonus points i have called times over the past months and each representative tells me something different i
10000666,Credit Card,representative tells me something different i have all receipts and statements showing i qualified
10000365,Credit Card,american express charged me a late fee on my discover it card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should
10000365,Credit Card,to processing time this is unacceptable i should not be penalized for their slow processing system
10001240,Savings Account,i opened a synchrony savings with ally bank because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically
10001240,Savings Account,opening i moved into this account specifically for the higher rate
10000078,Credit Card,chase charged me a late fee on my chase sapphire card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be
10000078,Credit Card,time this is unacceptable i should not be penalized for their slow processing system
10000028,Credit Card,chase charged me a late fee on my discover it card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be
10000028,Credit Card,time this is unacceptable i should not be penalized for their slow processing system
10001878,Money Transfer,i initiated an international transfer of through zelles paypal service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value
10000526,Credit Card,discover charged me a late fee on my chase sapphire card even though i made my payment on time my bank records show the payment was initiated days before the due date when i called to dispute they said the payment was received one day late due to processing time this is unacceptable i should not be
10000526,Credit Card,time this is unacceptable i should not be penalized for their slow processing system
10000726,Credit Card,i have been a loyal citi double cash cardholder with citibank for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this
10000726,Credit Card,much lower rates i am considering closing this account if the rate is not adjusted
10000056,Credit Card,i have been a loyal citi double cash cardholder with capital one for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this
10000056,Credit Card,much lower rates i am considering closing this account if the rate is not adjusted
10000639,Credit Card,my citi double cash card from american express suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected
