complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company,state,product_category,word_count,cleaned_text
10000266,2024-06-06,Chase Sapphire,,Rewards not credited,Sign-up bonus not received,"I applied for the Chase Sapphire card specifically for the 75000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Discover has refused to credit my bonus points. I have called 10 times over the past 5 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Discover,NY,Credit Card,59.0,i applied for the chase sapphire card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but discover has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified
10000377,2023-09-13,Chase Sapphire,,Credit limit reduction,Reduced without notice,"I have been a loyal Chase Sapphire cardholder with Chase for over 10 years. Recently, I noticed my interest rate was increased from 9.9% to 26.7% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",Chase,KY,Credit Card,57.0,i have been a loyal chase sapphire cardholder with chase for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted
10001419,2023-05-09,Marcus Savings,,Poor customer service,Long wait times,"Discover closed my Marcus Savings account without warning, citing 'business reasons.' I had $2500 in the account and it took 5 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 2 years with no suspicious activity on the account.",Discover,LA,Savings Account,50.0,discover closed my marcus savings account without warning citing business reasons i had in the account and it took weeks to receive a cashiers check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account
10001136,2024-03-20,LendingClub Loan,,Hidden fees,Fees not disclosed at signing,"I tried to make an extra payment on my LendingClub Loan from Prosper to pay down the principal faster. Their system automatically applied it to future payments instead of the principal balance. After calling 8 times, each representative gave me different instructions. I am paying more interest than necessary because they will not properly apply my payments.",Prosper,NC,Personal Loan,57.0,i tried to make an extra payment on my lendingclub loan from prosper to pay down the principal faster their system automatically applied it to future payments instead of the principal balance after calling times each representative gave me different instructions i am paying more interest than necessary because they will not properly apply my payments
10000440,2023-06-02,Discover It,,Credit limit reduction,Reduced without notice,I noticed a charge of $250 on my Discover It statement from 2024-02-12. I did not authorize this transaction and have been trying to resolve it with Chase for 3 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,Chase,UT,Credit Card,64.0,i noticed a charge of on my discover it statement from i did not authorize this transaction and have been trying to resolve it with chase for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10000272,2025-08-11,Citi Double Cash,,Account closure,Closed without explanation,"Someone made 8 fraudulent purchases on my Citi Double Cash card totaling $8000. I reported this to American Express immediately and they opened an investigation. After 5 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",American Express,KY,Credit Card,58.0,someone made fraudulent purchases on my citi double cash card totaling i reported this to american express immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred
10001892,2025-02-03,Zelle,,Failed transfer,Money not received,"I was contacted by someone claiming to be from my bank's fraud department. They convinced me to send $1500 via Zelle to 'secure' my account. I later realized this was a scam and immediately contacted Bank of America. They refused to reverse the transaction, saying Zelle transfers are final. I believe Bank of America should have better fraud protection mechanisms.",Bank of America,TN,Money Transfer,60.0,i was contacted by someone claiming to be from my banks fraud department they convinced me to send via zelle to secure my account i later realized this was a scam and immediately contacted bank of america they refused to reverse the transaction saying zelle transfers are final i believe bank of america should have better fraud protection mechanisms
10001358,2023-04-01,Chase Savings,,Poor customer service,Long wait times,"Ally Bank charged me a $39 monthly maintenance fee on my Chase Savings that was supposed to be free. When I called to dispute, they said I did not maintain the minimum balance of $2500, even though my statements show I was always above that threshold. I want all fees refunded and a guarantee this will not happen again.",Ally Bank,IN,Savings Account,59.0,ally bank charged me a monthly maintenance fee on my chase savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again
10000245,2025-11-24,Capital One Venture,,Unauthorized charge,Card not in possession,I noticed a charge of $1500 on my Capital One Venture statement from 2023-05-21. I did not authorize this transaction and have been trying to resolve it with Discover for 7 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,Discover,VA,Credit Card,65.0,i noticed a charge of on my capital one venture statement from i did not authorize this transaction and have been trying to resolve it with discover for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10000926,2025-04-18,LendingClub Loan,,Hidden fees,Fees not disclosed at signing,"I applied for a LendingClub Loan with LendingClub and was denied despite having a credit score of 728 and a stable income of $55000 per year. The denial letter was vague, citing 'insufficient credit history.' I have 12 years of credit history with no delinquencies. I believe this decision was made unfairly and request a proper review.",LendingClub,SC,Personal Loan,57.0,i applied for a lendingclub loan with lendingclub and was denied despite having a credit score of and a stable income of per year the denial letter was vague citing insufficient credit history i have years of credit history with no delinquencies i believe this decision was made unfairly and request a proper review
10001949,2024-07-21,PayPal,,High fees,Hidden exchange fees,I accidentally sent $750 to the wrong person through PayPal via Western Union. I realized the error within 64 minutes and immediately contacted them to cancel. They said the transaction was already completed and they cannot reverse it. They suggested I 'ask the recipient nicely' to send it back. This is an unacceptable response for such a large amount.,Western Union,GA,Money Transfer,59.0,i accidentally sent to the wrong person through paypal via western union i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is an unacceptable response for such a large amount
10000999,2023-04-11,SoFi Personal Loan,,Loan denial,Unclear denial reasons,"I applied for a SoFi Personal Loan with Upstart and was denied despite having a credit score of 722 and a stable income of $65000 per year. The denial letter was vague, citing 'insufficient credit history.' I have 3 years of credit history with no delinquencies. I believe this decision was made unfairly and request a proper review.",Upstart,KY,Personal Loan,58.0,i applied for a sofi personal loan with upstart and was denied despite having a credit score of and a stable income of per year the denial letter was vague citing insufficient credit history i have years of credit history with no delinquencies i believe this decision was made unfairly and request a proper review
10001088,2024-12-06,Prosper Loan,,Repayment difficulty,Cannot afford payments,"The total cost of my Prosper Loan from Upstart ended up being $8000, which is nearly 1.8 times the original loan amount of $500. The interest rate of 9.3% combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion.",Upstart,KY,Personal Loan,52.0,the total cost of my prosper loan from upstart ended up being which is nearly times the original loan amount of the interest rate of combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion
10002128,2025-10-04,Venmo,,Fraud/scam,Scam transaction,Zelle charged me a $75 fee for a Venmo transfer that was advertised as free. The fee was hidden in the exchange rate markup and only visible after carefully comparing the rates. The actual exchange rate applied was 43% worse than the market rate. This is deceptive and the total hidden cost was $100.,Zelle,OH,Money Transfer,54.0,zelle charged me a fee for a venmo transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was
10000608,2024-11-20,Discover It,,High interest rate,Rate increased without notice,"Someone made 4 fraudulent purchases on my Discover It card totaling $8000. I reported this to Citibank immediately and they opened an investigation. After 3 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Citibank,NJ,Credit Card,56.0,someone made fraudulent purchases on my discover it card totaling i reported this to citibank immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred
10000416,2025-06-01,Chase Sapphire,,Credit limit reduction,Reduced without notice,"Someone made 2 fraudulent purchases on my Chase Sapphire card totaling $15000. I reported this to American Express immediately and they opened an investigation. After 6 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",American Express,MD,Credit Card,57.0,someone made fraudulent purchases on my chase sapphire card totaling i reported this to american express immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred
10000274,2023-05-22,Discover It,,Rewards not credited,Sign-up bonus not received,"Someone made 5 fraudulent purchases on my Discover It card totaling $5000. I reported this to Discover immediately and they opened an investigation. After 2 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Discover,IN,Credit Card,56.0,someone made fraudulent purchases on my discover it card totaling i reported this to discover immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred
10000781,2024-10-12,Amex Gold,,Unauthorized charge,Card not in possession,I noticed a charge of $250 on my Amex Gold statement from 2023-11-28. I did not authorize this transaction and have been trying to resolve it with Discover for 1 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,Discover,NY,Credit Card,64.0,i noticed a charge of on my amex gold statement from i did not authorize this transaction and have been trying to resolve it with discover for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10001467,2023-09-03,Discover Savings,,Unauthorized access,Security breach,"I opened a Discover Savings with Goldman Sachs because they advertised a 11.9% APY. After three months, the rate was quietly dropped to 4.2% without notification. When I called, they said the promotional rate had expired, but this was never clearly communicated at account opening. I moved $100 into this account specifically for the higher rate.",Goldman Sachs,OH,Savings Account,56.0,i opened a discover savings with goldman sachs because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the higher rate
10000251,2023-06-17,Capital One Venture,,Billing dispute,Charges not recognized,"I applied for the Capital One Venture card specifically for the 100000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Discover has refused to credit my bonus points. I have called 3 times over the past 1 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Discover,MD,Credit Card,60.0,i applied for the capital one venture card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but discover has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified
10000414,2023-11-13,Amex Gold,,Credit limit reduction,Reduced without notice,"Someone made 7 fraudulent purchases on my Amex Gold card totaling $8000. I reported this to Capital One immediately and they opened an investigation. After 4 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Capital One,SC,Credit Card,57.0,someone made fraudulent purchases on my amex gold card totaling i reported this to capital one immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred
10001623,2024-12-07,Chase Savings,,Account frozen,Frozen without warning,I tried to withdraw $50 from my Chase Savings at Synchrony and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 4 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Synchrony,OR,Savings Account,60.0,i tried to withdraw from my chase savings at synchrony and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be completed
10002227,2023-03-18,Wire Transfer,,Wrong recipient,Sent to wrong person,I sent $50 via Wire Transfer through Bank of America to pay my landlord. The money was deducted from my account but never received by the recipient. It has been 2 weeks and Bank of America has not been able to locate the funds or provide a refund. I am now at risk of eviction because my rent appears unpaid.,Bank of America,AL,Money Transfer,60.0,i sent via wire transfer through bank of america to pay my landlord the money was deducted from my account but never received by the recipient it has been weeks and bank of america has not been able to locate the funds or provide a refund i am now at risk of eviction because my rent appears unpaid
10001609,2024-03-18,Chase Savings,,Account frozen,Frozen without warning,"Ally Bank charged me a $29 monthly maintenance fee on my Chase Savings that was supposed to be free. When I called to dispute, they said I did not maintain the minimum balance of $300, even though my statements show I was always above that threshold. I want all fees refunded and a guarantee this will not happen again.",Ally Bank,UT,Savings Account,59.0,ally bank charged me a monthly maintenance fee on my chase savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again
10000311,2025-01-26,Chase Sapphire,,Rewards not credited,Sign-up bonus not received,"I have been a loyal Chase Sapphire cardholder with American Express for over 13 years. Recently, I noticed my interest rate was increased from 9.1% to 28.6% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",American Express,IN,Credit Card,58.0,i have been a loyal chase sapphire cardholder with american express for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted
10002025,2023-12-17,Venmo,,Failed transfer,Money not received,"I initiated an international transfer of $1500 through Bank of America's Venmo service. The estimated delivery was 1 days, but after 1 weeks the money has still not arrived. Each time I call, they say it is 'being processed.' Meanwhile, the exchange rate has changed significantly, costing me an additional $100 in value.",Bank of America,FL,Money Transfer,53.0,i initiated an international transfer of through bank of americas venmo service the estimated delivery was days but after weeks the money has still not arrived each time i call they say it is being processed meanwhile the exchange rate has changed significantly costing me an additional in value
10001079,2024-11-05,Prosper Loan,,Debt collection harassment,Excessive calls,"I tried to make an extra payment on my Prosper Loan from Upstart to pay down the principal faster. Their system automatically applied it to future payments instead of the principal balance. After calling 4 times, each representative gave me different instructions. I am paying more interest than necessary because they will not properly apply my payments.",Upstart,CA,Personal Loan,57.0,i tried to make an extra payment on my prosper loan from upstart to pay down the principal faster their system automatically applied it to future payments instead of the principal balance after calling times each representative gave me different instructions i am paying more interest than necessary because they will not properly apply my payments
10000426,2025-03-21,Amex Gold,,Unauthorized charge,Card not in possession,"I applied for the Amex Gold card specifically for the 60000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Citibank has refused to credit my bonus points. I have called 10 times over the past 4 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Citibank,CO,Credit Card,59.0,i applied for the amex gold card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but citibank has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified
10002242,2023-01-27,Western Union,,Account frozen,Frozen without warning,I accidentally sent $2000 to the wrong person through Western Union via Zelle. I realized the error within 43 minutes and immediately contacted them to cancel. They said the transaction was already completed and they cannot reverse it. They suggested I 'ask the recipient nicely' to send it back. This is an unacceptable response for such a large amount.,Zelle,TX,Money Transfer,59.0,i accidentally sent to the wrong person through western union via zelle i realized the error within minutes and immediately contacted them to cancel they said the transaction was already completed and they cannot reverse it they suggested i ask the recipient nicely to send it back this is an unacceptable response for such a large amount
10001300,2024-04-21,Chase Savings,,Account fees,Unexpected maintenance fees,I tried to withdraw $750 from my Chase Savings at Discover and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 1 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Discover,MN,Savings Account,60.0,i tried to withdraw from my chase savings at discover and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be completed
10002088,2023-12-09,Zelle,,Fraud/scam,Scam transaction,"My account was frozen by PayPal after I made a Zelle transfer of $50. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 6 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",PayPal,TX,Money Transfer,60.0,my account was frozen by paypal after i made a zelle transfer of they claimed the transaction was flagged for suspicious activity but i was simply sending money to my family overseas which i do every month it took weeks to get my account unfrozen and i had to provide extensive documentation including pay stubs and tax returns
10000722,2024-06-26,Amex Gold,,Billing dispute,Charges not recognized,"I applied for the Amex Gold card specifically for the 50000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Discover has refused to credit my bonus points. I have called 4 times over the past 5 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Discover,SC,Credit Card,59.0,i applied for the amex gold card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but discover has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified
10001765,2023-04-04,Discover Savings,,Withdrawal limit,Cannot access funds,"Goldman Sachs closed my Discover Savings account without warning, citing 'business reasons.' I had $50 in the account and it took 3 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 12 years with no suspicious activity on the account.",Goldman Sachs,MN,Savings Account,51.0,goldman sachs closed my discover savings account without warning citing business reasons i had in the account and it took weeks to receive a cashiers check no explanation was ever provided for the closure i have been a customer for years with no suspicious activity on the account
10000349,2024-10-21,Amex Gold,,Rewards not credited,Sign-up bonus not received,"My Amex Gold card from Capital One suddenly had its credit limit reduced from $8000 to $3000 without any prior notification. I have never missed a payment and my credit score is above 750. When I called to ask why, the representative could not give me a clear answer. This reduction has negatively affected my credit utilization ratio and dropped my score by 61 points.",Capital One,MA,Credit Card,65.0,my amex gold card from capital one suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points
10001345,2025-07-21,Discover Savings,,Withdrawal limit,Cannot access funds,"Goldman Sachs charged me a $50 monthly maintenance fee on my Discover Savings that was supposed to be free. When I called to dispute, they said I did not maintain the minimum balance of $2500, even though my statements show I was always above that threshold. I want all fees refunded and a guarantee this will not happen again.",Goldman Sachs,OR,Savings Account,59.0,goldman sachs charged me a monthly maintenance fee on my discover savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again
10001751,2023-07-05,Ally Savings,,Account fees,Unexpected maintenance fees,I tried to withdraw $100 from my Ally Savings at Synchrony and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 8 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Synchrony,NJ,Savings Account,60.0,i tried to withdraw from my ally savings at synchrony and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be completed
10000527,2025-03-12,Amex Gold,,Late fee,Payment made on time,"The rewards program on my Amex Gold card was changed without notice. Discover devalued the points by nearly 30%, making the annual fee of $550 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",Discover,AL,Credit Card,55.0,the rewards program on my amex gold card was changed without notice discover devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered into the original rewards program
10000949,2023-06-10,Prosper Loan,,Loan denial,Unclear denial reasons,"I have been making regular payments on my Prosper Loan from LendingClub for 4 months. Last month, they claimed they did not receive my payment even though my bank shows it was debited. They charged me a $75 late fee and reported a missed payment to the credit bureaus, dropping my score by 75 points. I need this corrected immediately.",LendingClub,OR,Personal Loan,60.0,i have been making regular payments on my prosper loan from lendingclub for months last month they claimed they did not receive my payment even though my bank shows it was debited they charged me a late fee and reported a missed payment to the credit bureaus dropping my score by points i need this corrected immediately
10000364,2023-08-02,Citi Double Cash,,Late fee,Payment made on time,"I have been a loyal Citi Double Cash cardholder with American Express for over 3 years. Recently, I noticed my interest rate was increased from 5.8% to 23.6% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",American Express,VA,Credit Card,59.0,i have been a loyal citi double cash cardholder with american express for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted
10000183,2025-11-05,Capital One Venture,,Late fee,Payment made on time,"I applied for the Capital One Venture card specifically for the 50000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Chase has refused to credit my bonus points. I have called 6 times over the past 2 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Chase,OH,Credit Card,60.0,i applied for the capital one venture card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but chase has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified
10000171,2023-06-22,Capital One Venture,,Account closure,Closed without explanation,I noticed a charge of $2500 on my Capital One Venture statement from 2024-02-01. I did not authorize this transaction and have been trying to resolve it with Citibank for 5 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,Citibank,VA,Credit Card,65.0,i noticed a charge of on my capital one venture statement from i did not authorize this transaction and have been trying to resolve it with citibank for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10001242,2025-02-18,Synchrony Savings,,Account frozen,Frozen without warning,"Goldman Sachs charged me a $100 monthly maintenance fee on my Synchrony Savings that was supposed to be free. When I called to dispute, they said I did not maintain the minimum balance of $300, even though my statements show I was always above that threshold. I want all fees refunded and a guarantee this will not happen again.",Goldman Sachs,MD,Savings Account,59.0,goldman sachs charged me a monthly maintenance fee on my synchrony savings that was supposed to be free when i called to dispute they said i did not maintain the minimum balance of even though my statements show i was always above that threshold i want all fees refunded and a guarantee this will not happen again
10001533,2024-11-02,Discover Savings,,Account fees,Unexpected maintenance fees,"I opened a Discover Savings with Synchrony because they advertised a 5.3% APY. After three months, the rate was quietly dropped to 7.9% without notification. When I called, they said the promotional rate had expired, but this was never clearly communicated at account opening. I moved $1500 into this account specifically for the higher rate.",Synchrony,MN,Savings Account,55.0,i opened a discover savings with synchrony because they advertised a apy after three months the rate was quietly dropped to without notification when i called they said the promotional rate had expired but this was never clearly communicated at account opening i moved into this account specifically for the higher rate
10000986,2024-02-08,Prosper Loan,,Loan denial,Unclear denial reasons,"I took out a personal loan of $2000 with LendingClub through their Prosper Loan program. The advertised rate was 9.0% but after approval I was given 25.7%. The terms were buried in fine print and the loan officer rushed me through the signing process. I am now paying $450 per month, which is $125 more than what was originally quoted.",LendingClub,NJ,Personal Loan,60.0,i took out a personal loan of with lendingclub through their prosper loan program the advertised rate was but after approval i was given the terms were buried in fine print and the loan officer rushed me through the signing process i am now paying per month which is more than what was originally quoted
10000188,2025-03-15,Amex Gold,,Account closure,Closed without explanation,"I have been a loyal Amex Gold cardholder with American Express for over 7 years. Recently, I noticed my interest rate was increased from 9.7% to 16.0% without adequate explanation. I have excellent payment history and no late payments. Other companies are offering much lower rates. I am considering closing this account if the rate is not adjusted.",American Express,MO,Credit Card,58.0,i have been a loyal amex gold cardholder with american express for over years recently i noticed my interest rate was increased from to without adequate explanation i have excellent payment history and no late payments other companies are offering much lower rates i am considering closing this account if the rate is not adjusted
10000620,2025-01-15,Amex Gold,,Late fee,Payment made on time,"The rewards program on my Amex Gold card was changed without notice. Chase devalued the points by nearly 29%, making the annual fee of $95 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",Chase,AZ,Credit Card,55.0,the rewards program on my amex gold card was changed without notice chase devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered into the original rewards program
10000152,2023-09-14,Capital One Venture,,Billing dispute,Charges not recognized,"My Capital One Venture card from Discover suddenly had its credit limit reduced from $15000 to $1500 without any prior notification. I have never missed a payment and my credit score is above 750. When I called to ask why, the representative could not give me a clear answer. This reduction has negatively affected my credit utilization ratio and dropped my score by 44 points.",Discover,OK,Credit Card,65.0,my capital one venture card from discover suddenly had its credit limit reduced from to without any prior notification i have never missed a payment and my credit score is above when i called to ask why the representative could not give me a clear answer this reduction has negatively affected my credit utilization ratio and dropped my score by points
10000159,2024-04-24,Capital One Venture,,High interest rate,Rate increased without notice,"Someone made 8 fraudulent purchases on my Capital One Venture card totaling $12000. I reported this to Chase immediately and they opened an investigation. After 4 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",Chase,TX,Credit Card,57.0,someone made fraudulent purchases on my capital one venture card totaling i reported this to chase immediately and they opened an investigation after weeks they denied my fraud claim saying the transactions appeared legitimate i have filed a police report and have evidence that i was in a different state when these transactions occurred
10001742,2023-12-08,Synchrony Savings,,Withdrawal limit,Cannot access funds,"My Synchrony Savings with Goldman Sachs was accessed by someone who changed my contact information and attempted to transfer $750 out of my account. When I reported this, Goldman Sachs took 7 weeks to investigate and temporarily restricted my access. I am concerned about the security of their online banking platform and how this person gained access.",Goldman Sachs,CT,Savings Account,57.0,my synchrony savings with goldman sachs was accessed by someone who changed my contact information and attempted to transfer out of my account when i reported this goldman sachs took weeks to investigate and temporarily restricted my access i am concerned about the security of their online banking platform and how this person gained access
10000273,2023-03-11,Citi Double Cash,,Late fee,Payment made on time,I noticed a charge of $5000 on my Citi Double Cash statement from 2025-07-07. I did not authorize this transaction and have been trying to resolve it with American Express for 8 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,American Express,MD,Credit Card,66.0,i noticed a charge of on my citi double cash statement from i did not authorize this transaction and have been trying to resolve it with american express for weeks they keep transferring me between departments and no one takes responsibility i have provided documentation proving i was not at the merchant location this is extremely frustrating and i need this resolved immediately
10000615,2025-09-02,Discover It,,Billing dispute,Charges not recognized,"The rewards program on my Discover It card was changed without notice. American Express devalued the points by nearly 55%, making the annual fee of $550 no longer worth it. I specifically chose this card for its rewards structure and feel this is a bait-and-switch tactic. Long-time customers should be grandfathered into the original rewards program.",American Express,SC,Credit Card,56.0,the rewards program on my discover it card was changed without notice american express devalued the points by nearly making the annual fee of no longer worth it i specifically chose this card for its rewards structure and feel this is a baitandswitch tactic longtime customers should be grandfathered into the original rewards program
10002022,2023-03-21,Western Union,,Delayed transfer,Transfer taking too long,Venmo charged me a $35 fee for a Western Union transfer that was advertised as free. The fee was hidden in the exchange rate markup and only visible after carefully comparing the rates. The actual exchange rate applied was 26% worse than the market rate. This is deceptive and the total hidden cost was $25.,Venmo,AL,Money Transfer,55.0,venmo charged me a fee for a western union transfer that was advertised as free the fee was hidden in the exchange rate markup and only visible after carefully comparing the rates the actual exchange rate applied was worse than the market rate this is deceptive and the total hidden cost was
10001519,2025-07-22,Chase Savings,,Low interest rate,Rate lower than advertised,I tried to withdraw $50 from my Chase Savings at Discover and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 7 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Discover,TX,Savings Account,60.0,i tried to withdraw from my chase savings at discover and was told my account was frozen pending a security review no one informed me of any issues beforehand i had bills due and no access to my own money for weeks the customer service was unhelpful and could not tell me when the review would be completed
10001264,2023-08-16,Discover Savings,,Withdrawal limit,Cannot access funds,"I have been trying to reach Discover's customer service about an issue with my Discover Savings for 7 weeks. Wait times exceed 58 minutes, and I have been disconnected 7 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Discover,TX,Savings Account,64.0,i have been trying to reach discovers customer service about an issue with my discover savings for weeks wait times exceed minutes and i have been disconnected times after waiting when i finally got through the representative could not resolve my issue and told me to call back this level of service is completely unacceptable for a bank holding my savings
10000372,2025-03-27,Amex Gold,,Unauthorized charge,Card not in possession,"I applied for the Amex Gold card specifically for the 100000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Chase has refused to credit my bonus points. I have called 3 times over the past 3 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Chase,MA,Credit Card,59.0,i applied for the amex gold card specifically for the point signup bonus i met all the spending requirements within the specified timeframe but chase has refused to credit my bonus points i have called times over the past months and each representative tells me something different i have all receipts and statements showing i qualified
